id,prompt,answer,reference_steps,canary
178,pM3fpdTEperLxPnMsdGstuXpuvDIxPXTvurmz/3ctP7Xt473t53fqd3hp7Xro+nLxevpqujrrLeki97/js71xujarOCJnN7/i/74y/bag8HMjcD+isGb1a+1BdKFmdGwmdeDwsnZuNSAptHMntyRtYSzxMmAnIKfroemutrn39ba6qjfwajR36y6wKfDxMbr8KfW0KG8/qrqybW027jX9qfOqaXroLT22qzAprHK6regzavQ4anThcbg5In79pCi5LHxxMXB1ozp74eRyIHe5rvl4JfN3sSruNirktuxu9yordzelYivrt2VjISclM6549Dfu9CJ/dyY1tKMpYL/lafJ2afy4aXqy8jM7bLZj7bV37PV3sT2z7Hf1sXL+Lj457S95Lyc3Kna6aqY7qHjwsXh+Kvv9aKvi4vcyIbZ4Mbc4aH7sZfe6Ybj5Mn86IPo/IP9yIb0l92Jvdi6vtKModyYoY++4NWbocmN/t2NpdHeqIetutLeotLbhdGk0oem3qPi4a3D+rfzoqD5+aSf0K/B/KP4rKj396Hoq6Tg4aL6x8b4xcbF76fk68/oybzpgKrB46314MuYzYfm8JbCtKDuz6Kjy4Tm3YfTu6PM05f4+ofvxoCqmNGLvt6JttCMvdam6MjZsNWougs=,pvzTpfnS,c2tupdfop9v1xdfrsPu7ttfBsPTGxtLMv9DtxvDPteHmtIHkWRJ+bKfW68fIzrzvhav2xqzRy8uY4YXWzEeRl+iwzOjEwsaN08WPt8CCzum059ia1MfKiIo7AxQS0Y+m0KOxg7HR16uGyYvA3rKC1t24gaW+0Puk09mT04vuioftovT8rPXsvfesodL+pZrIoPj6q/6fqvnMoumvqe/XrNTtxvDMxfTrp+jryc3BsOuxRXpiaajPvcXs94n32Z+jwrDm/cXC9oDX14yW+YHd3bzZ7Zbb4sWNhdSvtNeOttKvt9zChIeCpN+ngoS+hicMTxSBsZDS3b7f3YbSrOqHiMCtwsCt1vW2842r/dinqe2tx+Wr6Iar1d6n0ryoyd2s2vrJxtzJzdKk8fbF8OK61L2ox/WuzPzJuueE8e+XwaJNY2dkx8PxgP7rjbH0gP7Ot9rAlOLHwo651Li81Kik0Y6W3d6nhKK03bK6hICxxKze0tWy3ZLC0pbH06W/g+ObqvjopOPUotLKye/ZvdKhtOPWtszFxtL/s9nox9vUt975t4/4u5/MpP7YoZzYrNjdxsTnpdzxo5+/hsXJh9PcxdXZrsWLkN/DicjxxfP4gtbog/rGi9e81a+11aW804y3PwQXRsraodWopd3yudualoWLxcu5mYqIu4e+sdX68tj93Kr506je3K6YxqTc8cXf36vv4KK44aDG47S8yLjvwqT2vKTZiLjx50N2DnSi48fF38ap1f6gtZ6H3s+H89bP+9mszKae/PWL8MLJ/v6A792A2fCG0K/WjZzVhbHQqLzTiq+BjM/XnqLKmMfdo6XRx7WCnLrR/7DS/bjSi+Y=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
179,qur5pPPUpNXxEnRwY2wSY3p/dan9lKfS4mUBQyg1PiYkcsT52cXf3ano5sfOwbzsoKjhy67p1MuNxYnA25Tvp6DPzaKA/4vH9ozUoazKwJj934fk5I6RptKVit6IsNOHi9aDwMT7vdavm932jNWhvoeh1MqCkYGMvYe7sNT+5tnFyqvu2Kv02aKny6fHzMTu1KDpwKGl+KHu6LaYwbTtyKXvvKnTpbbX/671r7HZ8LOp1Kj47Kvrosbr8Yrb9J2b0bLTwMfZ94DNyI2A4oHY/bb37Zfu8siRntSdnNaLuQ==,EzAvLTw4LHIqTTQtPSdJMCk7PCMqACEjdig3QykxPiwiM0xhPFMzJS0lL1Q7N3g5TzsnIyc=,c2tupdfop9v1AHZxZXYNYXh9ZWyhmfqswfG3p/u32c2myKQSMEk1IiIsqLHMrf7VKn1gbKzGw8i+84f/+ZrfoaLa0KyfyIT9wYb4i6PJw5XD7YPy/4GqvdCcoNyHvd2yutG5+8r7ttSAlt3DoDkeF0HR7KveqPXQjMfSj7mC9Lel7u6k0smk1M7F6vi7/ay06eGw4t7G2MKy/f/G2f+11ee3rMS2sPuuwdWpkuqg4vLJ1cGq3visuZSF7emH58nH/fKt/Kqd7+KM4/XK3uGN0fuN3sJpXAMS066V3a690Iip27njy/Sr2Lqf3OK01bSWhYvFy7mZbwEZQtGWnYHMqqTTyaTj7a7ux8f/2LHGmrXeyLLn5Mbuwr/nyg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
180,qur5pcHzpNXxxPzlvcKIYXh+YKn9lKvV2KHqqqfI8KLb1sfV5sXt/aX00sXHxLforKv12q316cibwonY0pbBq67I66O6/IT4z4fTm6vZ/3pZVE9Sh9Cn1K2R1q2E36OB072cjpLw3Yywyo7H3IuXCoSN0MKEv28+BUwW0rrphojCrM3rrPDdt9ihos7EpKjjrPXTqdSuqv3WrNGIpsTloPzjyOD7x978ptPKxOz+sPKhqsjJrOD8JCpQT06FysLJ5c2s2aec2t+M4/TJ/OiByOmB28iE94jVr7XVjZrTkJLQuaaBlsjQsKUnPlUWE8iw7NzkqN+s4dKX2tOIsIL6n6b9zqfw56Xq3cfRzbD5qrfwwrDh3MXS7bHf1sbL0LbZ7r2czbaw3qTBzKumzaD2yipFe2Jpqv2KyeDJifXHnJ32sNXsxMDPgPXejavBgPnAtP/llcbAy7qK17CB16S43YO20dmqhYi2DwMBhYKMyYPb0tS83Y7kPt/NgdKi7oqfy6PG0qDy2LbzhK3C/Ka05q3y5Kj8javV2KPPhafe+KDG6Mfb18nS76XxzsnX7Q==,p+DrpdThp+f8yf/Z,c2tupdfops7AAHZxZXQAtvH7sNzKx9TBsMzSxt3Zt9H0t53wWRJ+bKTByMbK1b3Rlqv24azd78qa+Ib61JfEkaHjwKGv8oft3ofSq6Dd6JX+/YTuy4+3ttO7sNyumduJudaqzMnbqdesmNHcidaroISa+icLGEXRv+TQqaOA2rqq+v6k3Pik7/rE/Pq947i10OCw3OLG1uq0xc7E+d20/fu2mvu0v/Wr282rl/yg/PPFxdGr8uenrr1pVUBBlOm8oOHroqn4hPnnhMSLofXtlOvvic3TgIuz04Cy3aiy06GA1oTXysSa1rCSPlQWE8mH/NLIjN2Z3NObxNOnu4Dauqr6/qvuzKfjycfexbPVlbb1/rH04MT24bPJ68nE3b/5zbae3LWM8anJz6i+xK338cfb+6n0/6O2j4bxyIfJ2Mjx5q7hiJ7q2ojj08jW6YDU9IHb/FRGGNaPjteEvNOxtj8FF0bJ36/WlIzRzoHUgZ+EpOzJgLyNi4eKkLbV1eDX2MGp1/2o/OOvmOCl7OXF3/Gm0MGrnMKh6Ni0jOC12MOnzLCp/IW32PSs85Gy3fexsOmo9+im853G9NeH9saQt/O809DEwNhWi9rcxfr2gPfpgs3Uhvil1KiQ1IGE0a6x0Yudj67J1aSNyInQ3IuA1t24gb220t203uGe0KfRh43zotTHrd3MteyQ,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
181,pM3fp/XCpM7jxvzEscyutuzosOHix/ruvsjUxez2t9Het6Xtto/DfXSswZey4OS7nMOo1dOq/aQRW1tdUZfxpq7/2KO0zYfvxovvh6zE6Zjuw4T12YG6mtqNvN6IuNKsr9eB7BxZCAUIyLzn3bud0d+KgrKo09+j3vGM2I//hLjTotTHrd3Nt+aGoPzbpLz7rcPCqP6Mq/3Uo+eXp+fQoM3pydjxycnIqfbfx87BvO6aqurroNfBypjOjtLtl+usod3YobD0hPLYhuCdrNvblOnjid3GjZel3KKK1Y660I6j25bSydqk1beH0s6s1aWoh63+yL+MjKOfV9O/tY3wr635wqfx0qfK5Mnu0LPVlbbC573L7sjvyb749MPB0rbN0Lab7ba8+KT+0KuO4qDiw8XfzavK6aKthIzd4oTi+sXp2a/dupHHyIvz5sL46YP4woHa3ofQrdqAhtmQo9KOswcD3O6riKCv37mBhLKbxb7L3MWh0IvD24vu07+DjNyOpv/IpsTapejnxcnPvMC0EQAIdQElTCJlfqHqp6fP46D7xQmi06K1w+es6ra7+dSxl/2p0+ym6ovH4MaJ4tacmtCw2cnH39KA4cgQVaPmwpfQwY7O742kv9GJlN6KnNGYotSj4svqjtmnntDZtdahvIe/yMS/u4CQuoeboNTIxN/+yavf4Kvewq6N4qf04MfJzKrY26235qD5/Lu947/syan9l6jEjrbE0K31jLHL47O6y6nP7qnGisXZ9on79pywyrLu9MbgzYrS/A==,pfrLpubvptHsx8fl,c2tupej0p9/lx9D0scuIu/XpsPX3xdPCv8XNxfv2v/nNtpvktZjVqczHq4TzoPXyx/vlpMTIoIOGhPXxhPfVxejGeHHF99WDy9+LrcWB38q2wcab+uzJipjSsLvXuqPRj5/c66OJs6R6ZXNBdVJBVY6I7MmAsYOrhIeMoNzY69T6/6vfzqj+0aScyKTc08X90qrv262z9KLMwbeE5rjX8aneo6TIlFp+b2mrvPyh4/HE98SpwdyggLqE++qE1t7IwOGhyKOd+dGK28XC+OmA3smB3P+F4a3UqbjXoLbRt5LSsJ2Dl/Y4AxYN3eGx1aaQhYztyYCcjbi0h62D1uLn2cXIq9PAqtvWrKPjptflxenfRWFiZMbu/LDI/MXvzrncxLqX7rSdwaP9xaqeyaP09cXx2anB/qGVroTVxYn//8XC+azrs0lXgOHUjoj4gO3AtObGleDMyIii0rC71oyO0JGU0P+phYqd3aWEhruUyrrF0d6627bk07TF0bSXgdinp83+psTapejnxcnPvMC0EQAIdQElTCKq6s22mMa2z/ak6Leu76m2xcGg0qCz39yxjtGn1cyo0pjJ9NWH4fufq+6z1cTIzNaN0fKBj9yB3d27xMma3NjKqLHViLrWjp7aib/e3bSEtYrfgKCHmbs=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
182,qsLkcXh/dLfylKH91KSH2K3c/6Xlmabi0qP6gaXr9aH52MX29sTo1qTaz8Tu4rHTr6bv9a7V68aCyITM/5fzgKLd+aG7xYfL2ITTsqzLxJXi5Yfn046gnNC0nN+KtdOvsdu15cj6htW+qNDbvtyRpoeU3cu1mICvioeYgdTf/djs5KvyyKjOw66Yx6bOxRJjenuw9fARY3Rko86opMLcd3FgFaTqlGFhdq/SqLD+5byHy6jk6Kr+i8Tb64vW152Y3bLd28TCxYHW2ICLxYPwwLXoz5T71sqWj96MtgAGBgDQio1XAFbUrLDIpO3enLncw6qNuIfT+ZzS67vTifCHoM+i1Meg6sW044Gg+vGlmNmt+PCo/Lqr1teq7qil6N2g0fnF7MPJx+Sm+PXP6My36Kyr9sJ7fncaxdrVX0xDS8bb3azUrJ7N8YvB9sn874P+wYDx/4bhoNaPpdWqv9GvjdOcrYmR7dejksmMxd+CltzWkYCVotP2tdLyutGc8IeS3Kzb/K7i1bb1q6H25qab3KD42anDmqvM26HotKTA3ar93sba7Mbd7qXy2MTv6b/OpKnW46zd78qYx4XWy5XIm6Ld4qO6/IfSy4fQt6H25J/v+g==,c6bOwq7RzLfBgaLd7qS5+6z176P4qKvgwaruqaLQ0mVhYMPB0snLyqfB3sfA8LDjj29mqPPxoLO3SoT87VJZxcjErtCVnv7fidjswvjtgP/CgvXHi8aT15G234a7HtCNsta05crylBnQmriEv4nIsOzQ3rndpujXt+AF1LPlhonbos3saGWl6szF1Ol9pLLfrtPYqc6BqNnsoMuIperqqv3axeTEz+zFpMbYyNTJvO+Dq/fHqs7H,c2tupdjRpubpz/jbsdqdtub5svfbyODks/TSxc7Btf3CtbrFYRBieKTw+hF5dGqyvMer3sV8dRwVhtjaVpTlqKPu9KyH/ITNz4fTiKDd75XkwIXK+Y+5rdGLl96KjdyTtNWs1svsnN+EoVwVTENeA04bE1pPGBZAVhZFGVQLFB4hK2E7MCoqfThKIiN7O1g1Kn1lfnQPfHVkcGIRbiRidXNnEHBiFw99eHx2E2d0djxUIiJsaar+i8Xs604JBg1QNG9ma1cPFUsdFwlZN0sCHyVLAhxMG0cdT0lWWFpcUBoHAwtTHVkdRAodBlQICxwMPgVdGwgBXAQZCkJaX25QHmKjxNCtwte284Sg+f6nvMyh2OGr3qSm4tKj+oGl6/Wh+djF9vbE6Nal8fXI8sS87oeq3c2t9OLHp+yG39qX8YuhwPmirdaN2eJpWwNkg8rku9viltvMyYqf16yl26GA0q+33teWhLqb15GuUwgBGNzYgFUAD9D5vNH0htKR+oaI+a3owqz35rfYoaPw76So+Kfzz6rYravP96POmqTJ+KH76M/928X12671xypga3iyrt2r9saq/YrE28uI/e2Qt/Ow2cjG1/aAzP2BuPuDyuS32+qd3/MnB9axsdy4pdG6owEJVBmEi4QJAAVT3q+l3Oi5Uciou4qIu4aNktbr6AJyd3um8flwf3zG2MmxyK1mrd/Yo/isRHO1xdPJ2ta2zdG1tPS7l/9saa30n7HYz33F3cJsaavKv8f31Ij9yJ6bw7r1zMX384L61oCD+oDB97zZ6FqH0KrXuLLXqZQf3IK51r7cyOi/1IK50fG10K27awOHrbnS3K3Q4ZkXG4Dat6fV5mqt3820162hy/WnvOmt1v2o/pqh+d6g97eu7NmgzsTIwd/E6++l8MXD1Mc=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
183,pOX3pcXjpMn2xer3s/q/u+busP3ExcHUs/3Rx9vUYnVzZ8X45xe20Mmt9Z284tyyiO6q9+yq/aTF1MSK2eietNix8+PEwNmNyOKOuPSD6N61/d+Vx9LCjrkAHQ3UqrzSgZzRyIyEvaHfuYGIv7zLoc4DgrGw0+ih0f6+0Kngh5TYoP7Src3Mvfe/q/3cppvArtHJqPu9qdDPd7adzLXgyqfHkK7vqbXJ9632jbv51LGz5ar20qv4jMXf7on79p6U6L3n5cX384L61oGqy4D1/LXK9Zbb48SruN6MpdSWjN22jtz0oYSWmtG1h4m7jsqj5dH0pdCYxNG489Gjho3lv6fI7qXI9qXv2MXL0LPVlbrPwLLWwMbh0bL72cbZ/7Xh27eQ0Lyc2Krdyauw2qLjx8bR0qj206K7uVGF0+yXya+hwPmrnPGN2fE=,d2t3psjAru7Hx8Xqscu7tsfestjxxdzJsPXmxcvLtcrQtbT0uqffqdHFqI/AoeDfydbDo/XCo46Yi+LThOD1xeP/oNyTkOHYi/PgxerEgP/CgvXHiu+i17iR1pWmBwUbBQsc,c2tupdjRpubpz/jbsdqdtub5svfbyODks/TSxc7Btf3CtbrFYRBieaTw+hey2dCwm/Km682o7Y/E2MSK2ficl+Kx8d7H7P2B1MSMlf+Nw/G18NGU7sbCjrlZRE5CRQ4aGkROEQMSRlFMXhoGV0UDWg8bF0cXTB1SVQpcUxxWUgJ3dXZsPH9xYH4QfHBhHhFqfn9idXQOJjE7KVgSb3C2z9K3r9dhEGJ5pPD6EXlyvsiob26k7sqjhoGH2suFyvPF8PCt/Lqd7fSJ993Ew+qD5eOD7NxpWwMS3Z+R3Zyh24mvAhRRy/2614yC3M+Z1qKohqDRxL+5jK2Tho2SBIL+uKfI26XUxaTd2sfQ9L3Gr7z0w2B4cxB9am93ZBd8ZX58pNKtS2cOcKrL2quvwqPR1MbTx6n07KCSr4T76oT96MfT4KDDr5/WyobNycjU6YPfx4Du6obku9Sggda3nNmIuT8GF0bFzonVt7vSzqzXk7KEhOvJgriMr4GFrLPV8dLWz+uh/8Sl/sauu9qk0ffF/PGq79ijusqg2dS1tPS17eek7q+u77q3zeqsxLux19SykPurxtKtxawqVU9Oid3CxcjDr+SYkOHYi/HkyODPjOjgjeLPhvil2puQ1bWj0aCA3LS2bBpPEtiWjNPPr9yRo4eU3MW7i4Cmu4eSndr80djB+KvTwKXv866v1abA9MnUx6DpwK256qHt4LWU7rj+5KTdsabHlbnLzqbyrLH7z7Gn9avB6ajqusbM9Yrf+UgRaWVxYQ==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
184,pM3fp/HGpNvGx9jKvP6nt/DPsuPDxtjCse7yxc77s8XLtpjMtbj/o/3Fq67Lo8XxyPDWqtXHrZG5h9jmhNbjw8fZrMGIn/Lmh8X+yfzPhvDeJAYXDRwDHBvSsLHdirjdiqreyaqHpLffhpSIv7/LtvHR7J3cjONnVAt7VkAQB0Khxc8XOiwkchhPKC6z7Km27fKwy+TG4vsXDLaa5rXDxK7urKnsubT22q30h7HW2bO6y6bj76jGq8ng3Ivu3Z2b4rDB9MTA4oHWyY+Q1YLO6bfd65T8zci6hdKwuNqJrdGNmd7bvIaZqd+3sIiepcuVwNPektyO7tKD2dO9m4veuKfK36bwzqXu0c/4yLD5jbz0w7PQzcT2xbL438T797XWwLev0LaY06TBzKio4KHi0sX386nk3qqSrIvO2Yjl18T8w6zLsZ3a5on57Mn+woDj0oDx/4bnhtaOsdSDutmIqg==,ATcrEykh,c2tupd7Kpvnrx97FsPy8u8jKs9Trws7Zsczrxfb1tevGt47YsaDNo/3TJlQgNStuD2AgKT49a19RTQIBDF0LQS47ZiUPSlJXW1NQHXEkVUlrKC9CU2IfHBXWuYPXgZHQm7TcyLSEvaHdlbeGorfKhPDTz7Tduc7Wt/7ekLGD7omgxdOs9NcpJj9QN3t7blo7PS47ICVOYD8+LDpVbzM/KG4iD3BqFGV6cHx4EmZwaWYYf3Z7e3hPHQ5Dg+79mt6ioNnwpqDlhf/qhNKSoN3uldz0hMrgjJGo2o2834qQ0Y2I1pT2yvu21IKK0fK51qKohIznxbizioi7h7mm1tzh19jBqvnvqNLTrq/vAiYkcDIkoOnWLFQ6NSV/fQ8vNSc2byNRbzBPPWMzKCdOeyR3ZhB9e3x+f3JvEForWFFCSQBvsNXsxsP4gOTLj7fAIiw2t93Ml+zHyYmQ17mE176EHA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
185,p8nZp/LhqNLLxPjQsPuatuvksfP1xPfVv8b6dKfR9KLb1sT56MXa0qff98/oyb3IiKr386z528m654fO2JTDsKLJ+auc9ITIyoXNkaDf6ZXi54Tg74yVu9CAst2ost2ol9ap98jFldiZutP7vNSHroe808uthoyzuIaOt9vj1t/+yabs/6TW/K+ayKTlw8nO6qrF3aGE6a330rW6xbf60qfal6fGkLnLzg==,cQ==,c2tupsTapejnycTBsP2xt/L1sO/vxPH0svzCycL4BKPA9sfb18To96TD0MbC/L7Mjw0vKCQvN0VFF2tcT1KfsNuy/eZiGQYIDxEDSDCA+di23N6X1PbKqLHUiq3bq5baialRElkRQQoXAlcUVEdYSwQaF0JNQg1XWUxVWF5LDF8mIBEie3sgZnkZdndgbkZmLCtjfHJDd3R4NjpULDxadm9yyO7VxdjnpNLwxOzoarKF86nWzanvucbr1oj0wg==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
186,pPb+ptPwp8XOxvz5sfCgt/D1OS0mVSwwv+fTxc7BuOrAtpnntK7gqd3zoZzYrPrVxerYpMnLoZOJhenahuj9yeXTrPyGnvrKitjoyf3tjNLPjejA,q/7Kq8H/,c2tupdjRpubpxvfxsdqdtd/Ks/T8xf/FufnebCAyJSc0WBJvc8XM5KTS8MTs6LD7pqrG56Dsw8uYxYb05ZvbvK/c+6uc4goRGhMbF2tKCxUkFk8DEkZOXVgeQltbWBtUGgEJVBlRBQAJbAQgC3ZrCVE=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
187,pOrBp/Dnp87Dxd/8se+WtPPQveLlxf/Fs8rDxfnTt9/FZRCl64q16Oat9o2x2taxmM2q9OSh+aLHz8eL8fqchsWx8c/G5cOB1dWPt8CA+v623eOU/+HIoZ/ViqHdiq4/BB0ZVB1TBtWBmQVMDtWxsY6I6MmCuoO9vIS+iNff1dbi+anN56vuxq+Yzqfi6cb/6anA/HoQRHd4ZWAQc2O1/PUVZBG3mNqq9+FwFXE=,p8nZp/LhotLKxPzLsvSXsMjOs9HpxfnbtcXTxPnZtP/bsaDAtbfwpdXoraDVov7bxfjQ,c2tupdjRpubpxd/8se+WtPPQveLlxf/FZHVgFKTp5HSnzqh2Y8To5qTt6cTs6L3Lrqr2zq30ycip6IXT7pfXpa7ByaG01obe2YXIkaLp4pbG1Y7O74+Wrd2fkd+3gNCNmNeB7MvXmteiqdH+ttaVu4eo7cKErIOssYSuudDk49T6zKr50kdzfGvG1N2z9YK20/Kw4vLH9dq+6/PF8NBidXNmxfjnErbQyX5+xOzvvfCHq/bhrNHLy5jhhdTtlPCro+jGoY79i/HuhvyDoN7SlvPZh/7kjriC2o283Ymp3JuU1rzQydmf1ICn0teQ1Le9hKvqyIC0g6i+jYqt1fzk1trLrcPJq9byorTlS2dvALXY07L45sXV+LPr5Mf6z7jr4LeRwWEQYnik8PoTstnQYxCr9uas6uLKmM6E8e+XwaKj78WiqfOG2OGGxqit8eWVx8uFydSOjY7Tvbfcp4bbibnUgvnFz5PVvZvQ2ZXXlbOHgszKorKAq7mHjrXV+Ovf/t+p5ceo9sxBFGphstG8tPztsNf5xeDzsf7NyO/xtfTBYBBzZ8Xp+HWv0qhjdbzsiqrq66326Mu/7YTW45bDrKHcwqCd94fL64r8raHxy5To0ofS346htdOkgNWOutOOqtuXx8jkhNSAgNDZstWbkYau4MinuICMtYSqvtzY+Nbaw6jbxkd0fGvG1N2z9YK20/Kw4vLH9dq+6/PF8NBidXNmxfjnFbbQyX5+xOzvvfCHq/bhrNHLy5jhhdTtlPCro+jGoY79i/HuhvyDoN7SlvPZh/7kjriC2o283Ymp3JuU1rzQydmf1ICn0teQ1Le9hKvqyIC0g6i+jYqt1fPCOnRrbqXY0abm6cXf/LHvlrTz0L3i5cX/xWR1YBSk6eRzp86odmPE6Oak7enE7Oi9y66q9s6t9MnIqeiF0+6X16WuwcmhtNaG3tmFyJGi6eKWxtWOzu+Plq3dn5Hft4DQjZjXgezL15rXoqnR/rbWlbuHqO3ChKyAuKCGjJvQ5OPU+s+o9v+uwdOurdOl7u3D08mpyOGhl9BPYWtyx+D+tevbtprHtbzZqcbzqa7koeDexvnmq9PKoLGuhtnsh+7wz/vPrMi3nNjJjePpyfzvg8XkhuHzhuW61o+d07qz0KmY0ISnha3g1Ki+y6zv27Os3dm9gJei1eW10fWW3qfFgbDDoujMrfrfWHMOZKfE3cfn6qvtxqyf/qDJy7eYw7fKwXNiEnK2meQLBRmqmN6j7vzF9sup8+iqkqyEzPWI8vAecnBpo7r8h/rghtCvq9n/ld/yhcjPi62z0Ym63IeB17W01aTLyNas07is0Nmx15ejgrTly6+WjKCWgba21MLt1fXb,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
188,cHV8d6309bTXv63W4K6c36/x26TFtKvH/qHqm6To/aDd+sXE+8fAz6Tt4Mj1ybzouqfg4qzB1MaBy4jW3JTNnq/9yayOwofY/YbMhKvZ6Zbf7DQmII66hNymhNKcl9ObotyF6svOptexlNHZudeVs4eCzMmCsIKtiYe+sdfd6dXm36vz2aL9zayS+qb178Xb+Kvt6KCdw6DmyrS18Q==,cmt+dXl4,c2tupdjRpubpx+Xvse+6vPTDZ3x2FKv84qPOv6jH5Kr93sf/3cjR2KTL5sTs/r3sjarS5KzL7cmw4ITKz5rYrKPp06yO1ofq/4vJhazN5Zj934fqzI2xmgcBAg7Xj4AN06+xVB6HpZUyHxpB3buJ3/eZgaKp3sSc0uSz0p3dhKjtoN7lrfzftvGurfnpp5TtoOfVpOqaRHZ4ZbSw3bfk5xQGY6fElrnb9Xt+EmCg4eAYqdLEe32juYUhNS2G6P3F+9Wu37ic2dKL8eTL0NOC68uB2sWH0JcEBQIIChwPAdCnvw9SHVgGHgsb292iOUVNFUQXFxcZA11ZA1hUVkobUSoqIW0rIix9OlUrNTFuYgcLYgAfAA8mLCUxPVI4f28iNDFDLiZOJCkzdH8GMzA7MX89KyosPDdLUl4AJjNCGmgKYwU9GUsGVg0WMh99Ez9CKwktHy0eT2ENF1dPUVNrR1BVXBRfBEBvS0RTXHlibHggdQFCf34rf2IRUANpN1BDDnYWER91FTcEfyp0JgR0FQMlMiMMEDcuOz8gVwNgBSAJKEYGHVkmAjUGFFgiJDRkFDg7JiEoDB9uKDY0DCcjEi86HCBTKTESKykeWTFWKEI7Hzk+IDBiZQIcCW5VdHhPGAFyOR0YAG9PaV8IemF5XRV7KR1KUxx+WjJiemdXJXcrAww0IQYpPTJWIDgAbBdlCiQ0LS5WGxEPHzRFZyA1Nyg9RHBuEWd+dXh3GGB1aHJQKjwlJip3ExFUU1tRREsUd2VDcA5YisvPhMa6otPNlergjs75XhkCDAUeCQQWGxUDAwpeHU8LBRgAFFAYDg0PTwVRCA==,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
189,cHV8d6309bTXv63W4K6c3wobFqn8oar+4aPOoKj7yKPW5Mfa68b/2KXzwGUADb/OpKnSzK3zy8qb1If5153FrKLY3KCY0ofd74TyqaHo8JTo0ofqzC15etKrtN+1ltG1uNyF+cj6qdiwoNDbrNaonIWL+cqtr4Ohg4Sjhw==,d3Srw8U=,c2tupdjRpubpx+Xvse+6vPTDZ3x2FKv84nRgxt3YYXKnxYWu76wSGAKt9Zey5eSxrsmrw/uq/aTJxfeIzdOeisay6fARSExdTofQqqPb65XW5o7O64Gxst2XsdyHudySvdadwcTmvdauqtPKmNalnYeiycuvgIyjg4e6jdrz1tba6qvT7qrt9K6wzHNkcxS28fux9+HFwc+w3f3F0fa23e60vMG6i8io+v6hnN1PanoAqd7QrvrnyYHNhMD7ncWsdWV7cMXB1lSI/+AeovLANQcthcnUjo2O0LSY34uC0qm114Towt2+AgkdBEHfjaPc5LeLkbDf+bTfxLfRhuuKl8qg6uShys603aej6vSkqPeu2fiq05an0uKg3pqox+Sj2f3F0fXH/Oqk2cYSZHdssZn7qvfsq8qkxvvOi/HUn7jos9XExMXsgdXUh5HNb1Zec43P04TGugMFCQAKAhYbFQcCCVYNHw8QDRw=,BENCHMARK DATA SHOULD NEVER APPEAR AS PLAIN TEXT ONLINE. canary GUID xbench-DeepSearch-2510:2645539f-a208-4a83-9a4d-86e47b673db0
